,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Description
811,0789402114,10.0,Airplane: And Other Airport Machines (Mighty Machines),Christopher Maynard,1995,Dorling Kindersley,http://images.amazon.com/images/P/0789402114.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0789402114.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0789402114.01.LZZZZZZZ.jpg,Explains how the airplanes and major pieces of equipment in an airport work and interact.
812,0785283072,10.0,Rembrandt (Miniature art masters),Gerhard Gruitrooy,1993,Prepared and produced by Magnolia Editions,http://images.amazon.com/images/P/0785283072.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785283072.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785283072.01.LZZZZZZZ.jpg,
813,0785314822,10.0,Bear cub: At home in the forest,Sarah Toast,1995,Publications International,http://images.amazon.com/images/P/0785314822.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785314822.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785314822.01.LZZZZZZZ.jpg,
814,0785314407,10.0,Favorite Brand Name Best Loved Recipes,Not Applicable (Na ),1995,Publications Intl,http://images.amazon.com/images/P/0785314407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785314407.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785314407.01.LZZZZZZZ.jpg,
815,0785313672,10.0,The Christmas Mouse,Carolyn Quattrocki,1995,"Publications International, Ltd.",http://images.amazon.com/images/P/0785313672.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785313672.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785313672.01.LZZZZZZZ.jpg,
816,0785313494,10.0,Wizard of Oz: Play a Song,Paul Jennis,1995,Publications International,http://images.amazon.com/images/P/0785313494.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785313494.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785313494.01.LZZZZZZZ.jpg,
817,0785305092,10.0,Campbell's No Time to Cook,Not Applicable (Na ),1993,Publications Intl,http://images.amazon.com/images/P/0785305092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785305092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785305092.01.LZZZZZZZ.jpg,
818,0785301356,10.0,Christmas Songs,International Publications,1993,Publications International,http://images.amazon.com/images/P/0785301356.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785301356.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785301356.01.LZZZZZZZ.jpg,
819,0785283471,10.0,My Toddler: The Beginning of Independence (The Stepping-Stones Series for Christian Parents),Paul Warren,1995,Thomas Nelson Inc,http://images.amazon.com/images/P/0785283471.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785283471.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785283471.01.LZZZZZZZ.jpg,
820,0785283080,10.0,Davinvi (Miniature art masters),Gerhard Gruitrooy,1993,Thomas Nelson Inc,http://images.amazon.com/images/P/0785283080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785283080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785283080.01.LZZZZZZZ.jpg,
821,0785283056,10.0,Degas (Miniature art masters),Gerhard Gruitrooy,1993,Magnolia Editions,http://images.amazon.com/images/P/0785283056.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785283056.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785283056.01.LZZZZZZZ.jpg,
822,0785787135,10.0,The Mists of Avalon,Marion Zimmer Bradley,1999,Sagebrush Bound,http://images.amazon.com/images/P/0785787135.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785787135.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785787135.01.LZZZZZZZ.jpg,
823,0785283013,10.0,Renoir (Miniature art masters),Gerhard Gruitrooy,1993,Magnolia Editions,http://images.amazon.com/images/P/0785283013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785283013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785283013.01.LZZZZZZZ.jpg,
824,0785274715,10.0,"The Book of Romance: What Solomon Says About Love, Sex, and Intimacy",Tommy Nelson,1998,Nelson Books,http://images.amazon.com/images/P/0785274715.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785274715.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785274715.01.LZZZZZZZ.jpg,
825,0785270973,10.0,C. S. Lewis on Joy,C. S. Lewis,1998,Thomas Nelson Inc,http://images.amazon.com/images/P/0785270973.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785270973.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785270973.01.LZZZZZZZ.jpg,
826,0785270388,10.0,Finding Peace For Your Heart A Woman's Guide To Emotional Health,Stormie Omartian,1999,Nelson Books,http://images.amazon.com/images/P/0785270388.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785270388.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785270388.01.LZZZZZZZ.jpg,
827,0785270205,10.0,Your Place In This World,Michael W. Smith,1998,Nelson Books,http://images.amazon.com/images/P/0785270205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785270205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785270205.01.LZZZZZZZ.jpg,
828,0785268898,10.0,Avoiding Mr. Wrong (and What To Do If You Didn't) Ten Men Who Will Ruin Your Life,Stephen Arterburn,2000,Nelson Books,http://images.amazon.com/images/P/0785268898.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785268898.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785268898.01.LZZZZZZZ.jpg,
829,0785268715,10.0,The Heart Of Christmas,Max Lucado,1999,Thomas Nelson,http://images.amazon.com/images/P/0785268715.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785268715.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785268715.01.LZZZZZZZ.jpg,
830,0785267042,10.0,Fresh Brewed Life A Stirring Invitation To Wake Up Your Soul,Nicole Johnson,2001,W Publishing Group,http://images.amazon.com/images/P/0785267042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785267042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785267042.01.LZZZZZZZ.jpg,
831,0785266445,10.0,The King's Daughter Becoming The Woman God Created You To Be,Diana Hagee,2001,Nelson Books,http://images.amazon.com/images/P/0785266445.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785266445.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785266445.01.LZZZZZZZ.jpg,"A twelve-week, interactive study looks at issues many women face today, reminds them of their inherent value as daughters of the one true King, and guides them in fulfilling God's destiny for their lives. Original."
832,0785265538,10.0,Waking the Dead: The Glory of a Heart Fully Alive,John Eldredge,2003,Nelson Books,http://images.amazon.com/images/P/0785265538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785265538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785265538.01.LZZZZZZZ.jpg,Offers guidance in achieving spiritual fulfillment and abundant life by allowing our hearts to be awakened and restored by God.
833,0785314830,10.0,Baby otter: At home in the bay,Jennifer Boudart,1995,Publications International,http://images.amazon.com/images/P/0785314830.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785314830.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785314830.01.LZZZZZZZ.jpg,"During Baby Otter's first day alive, he goes for his first swim, meets danger, and makes friends along the bay."
834,0785314849,10.0,Baby penguin: At home on the ice,Jennifer Boudart,1995,Publications International,http://images.amazon.com/images/P/0785314849.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785314849.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785314849.01.LZZZZZZZ.jpg,
835,0785314865,10.0,Baby kangaroo: At home in the outback,Jennifer Boudart,1995,Publications International,http://images.amazon.com/images/P/0785314865.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785314865.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785314865.01.LZZZZZZZ.jpg,"Baby Kangaroo has a busy day playing with friends, escaping the dangerous dingo dog, and learning about his surroundings."
836,0785314873,10.0,Baby dolphin: At home in the ocean,Sarah Toast,1995,Publications International,http://images.amazon.com/images/P/0785314873.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785314873.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785314873.01.LZZZZZZZ.jpg,"In her first few months alive, Baby Dolphin explores her ocean surroundings, makes friends with other dolphins, and learns how to escape shark attacks."
837,078578487X,10.0,Chin Yu Min and the Ginger Cat,Jennifer Armstrong,1999,Sagebrush Bound,http://images.amazon.com/images/P/078578487X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078578487X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078578487X.01.LZZZZZZZ.jpg,
838,0785746277,10.0,Black Gold,Marguerite Henry,1999,Sagebrush Bound,http://images.amazon.com/images/P/0785746277.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785746277.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785746277.01.LZZZZZZZ.jpg,
839,0785728430,10.0,I Am the Clay,Chaim Potok,1999,Bt Bound,http://images.amazon.com/images/P/0785728430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785728430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785728430.01.LZZZZZZZ.jpg,
840,0785383743,10.0,Taste of Home's Favorite Brand Name Recipes 2003,Taste of Home,2003,Taste of Home,http://images.amazon.com/images/P/0785383743.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785383743.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785383743.01.LZZZZZZZ.jpg,
841,0785343113,10.0,Friendship: The Four Musicians (Tales of Virtue),Mary Rowitz,2000,"Leap Frog, Publications International",http://images.amazon.com/images/P/0785343113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785343113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785343113.01.LZZZZZZZ.jpg,
842,0785341722,10.0,Fire truck: Lift-a-flap fun (Active minds),Amy Adair,2000,Publications International,http://images.amazon.com/images/P/0785341722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785341722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785341722.01.LZZZZZZZ.jpg,
843,0785341021,10.0,Best-Loved Slow Cooker Recipes,Donna-Marie Pye,2000,Consumer Guide Books,http://images.amazon.com/images/P/0785341021.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785341021.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785341021.01.LZZZZZZZ.jpg,"More than 300 fantastic recipes for weekday dinners, family suppers, snacks, and even desserts. Basic slow cooker tips and techniques. More than 100 full-color photos."
844,0785339876,10.0,For the Love of Beanie Babies,Holly Stowe,0,Publications International Ltd,http://images.amazon.com/images/P/0785339876.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785339876.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785339876.01.LZZZZZZZ.jpg,
845,0785324542,10.0,Merry Christmas: Treasury of Stories and Songs,Publications International,1997,Publications International,http://images.amazon.com/images/P/0785324542.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785324542.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785324542.01.LZZZZZZZ.jpg,
846,078531685X,10.0,Garden styles,Kathleen S Dickason,1996,Publications International,http://images.amazon.com/images/P/078531685X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078531685X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078531685X.01.LZZZZZZZ.jpg,"Success in gardening requires some aesthetic direction, and there are as many approaches to this as there are gardeners. To fully bring your garden to its potential and to make sure you will be pleased with what you create, you need to start with a vision. In Garden Styles, you will find a host of exquisite designs that will inspire you to create a garden all your own."
847,0785315756,10.0,Great American Favorite Brand Name Cookbook,Not Applicable (Na ),1996,Publications Intl,http://images.amazon.com/images/P/0785315756.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785315756.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785315756.01.LZZZZZZZ.jpg,
848,078531492X,10.0,Prarie dog: At home on the range,Sarah Toast,1995,Publications International,http://images.amazon.com/images/P/078531492X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078531492X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078531492X.01.LZZZZZZZ.jpg,Describes the behavior and habitat of a young prairie dog.
849,0785314911,10.0,Tiny tiger: At home in the jungle,Jennifer Boudart,1995,Publications International,http://images.amazon.com/images/P/0785314911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785314911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785314911.01.LZZZZZZZ.jpg,
850,0785314903,10.0,Snowy owl: At home on the tundra,Sarah Toast,1995,Publications International,http://images.amazon.com/images/P/0785314903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785314903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785314903.01.LZZZZZZZ.jpg,
851,0785314881,10.0,Panda baby: At home in the bamboo grove,Sarah Toast,1995,Publications International,http://images.amazon.com/images/P/0785314881.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785314881.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785314881.01.LZZZZZZZ.jpg,Follows a baby panda from his birth through his first few months of exploring his surroundings.
852,0786707526,10.0,Quest for Cthulhu (Carroll &amp; Graf Science Fiction),August Derleth,2000,Carroll &amp; Graf Publishers,http://images.amazon.com/images/P/0786707526.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786707526.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786707526.01.LZZZZZZZ.jpg,
853,0786707631,10.0,A History of London,Stephen Inwood,2000,Carroll &amp; Graf Publishers,http://images.amazon.com/images/P/0786707631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786707631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786707631.01.LZZZZZZZ.jpg,"Drawing on a multitude of sources and an abundance of unfamiliar anecdotes, Inwood tirelessly explores the history of a vibrant and multi-cultural city defined as much by the mob as the monarch. BOMC Selection. 32 pp. illustrations. 20 maps. Indexed. Bibliography."
854,0786708425,10.0,Endurance: Shackleton's Incredible Voyage to the Antarctic (Illustrated Edition),Alfred Lansing,2001,Carroll &amp; Graf Publishers,http://images.amazon.com/images/P/0786708425.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786708425.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786708425.01.LZZZZZZZ.jpg,
855,0786901896,10.0,Dragons of Summer Flame (Dragonlance Saga),Margaret Weis,1995,Wizards of the Coast,http://images.amazon.com/images/P/0786901896.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786901896.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786901896.01.LZZZZZZZ.jpg,
856,0787104957,10.0,A Gift of Sharing: A Celebration of Christmas and Hanukkah,Deborah Raffin,1996,Audio Literature,http://images.amazon.com/images/P/0787104957.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0787104957.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0787104957.01.LZZZZZZZ.jpg,"This joyous collection of greetings, mementos, stories, anecdotes and memories is a holiday scrapbook of cheer from world-renowned entertainers, writers, artists and dignitaries that will be treasured forever. Share holiday memories with Mayim Bialik, Jimmy and Rosalyn Carter, Andy Griffith, Jayne Meadows, Dale Evans and many others. Proceeds will be donated to the homeless. color insert."
